# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  4 11:56:26 2025
#
# User preference: *
#
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
#
loc_rowid,koi_period,koi_duration,koi_prad,koi_insol,koi_teq,koi_steff,koi_srad
8609,2.470283788,7.83910,157.82,11792.22,2657.0,7823.00,2.6750
8610,1.235164160,4.71300,0.92,2861.14,1866.0,6249.00,1.0760
8611,1.235134710,5.44000,0.70,2172.96,1743.0,5930.00,0.9970
8612,0.890333100,2.64300,20.96,251387.46,5714.0,4981.00,18.3740
8613,20.000242814,5.00420,21.57,73.09,746.0,6373.00,1.0470
8614,10.217121652,4.35647,81.10,230.53,994.0,5931.00,1.3490
8615,0.618060842,1.89200,0.51,2791.09,1854.0,5339.00,0.7930
8616,0.759764419,5.72501,138.54,12833.03,2715.0,5807.00,1.9090
8617,2.652808200,2.29700,1.17,633.57,1280.0,5778.00,0.9350
8618,21.539269242,5.32432,53.00,48.89,674.0,6136.00,0.9330
8619,5.270733213,2.78220,37.93,54.59,693.0,4348.00,0.6780
8620,2.431355420,1.40100,1.07,965.40,1422.0,6231.00,0.9550
8621,12.423215800,17.67000,1.30,51.91,685.0,5497.00,0.8090
8622,4.320693300,50.68000,1.66,499.09,1205.0,6225.00,1.0310
8623,16.486796364,7.06797,46.92,290.46,1053.0,6020.00,2.0970
8624,5.776873400,5.76200,3.13,905.00,1399.0,5473.00,2.1620
8625,20.148807707,8.52557,68.52,37.55,631.0,5547.00,0.9180
8626,0.687772143,2.56725,46.27,4569.67,2097.0,5885.00,0.9330
8627,0.843651274,2.80468,39.98,1371.12,1553.0,5220.00,0.6950
8628,1.142946648,3.40234,43.50,660.96,1293.0,5058.00,0.6080
8629,7.217010987,4.42150,89.71,341.36,1096.0,6047.00,1.2110
8630,9.728696270,5.62800,42.47,379.75,1126.0,6881.00,1.3510
8631,0.566791802,2.20000,0.66,4113.39,2040.0,5691.00,0.8870
8632,2.245738777,8.61629,99.05,2156.25,1737.0,6508.00,1.3120
8633,2.245721170,3.88000,0.74,1131.64,1479.0,6158.00,1.0260
8634,0.566801906,1.62600,0.55,774.11,1344.0,4208.00,0.5830
8635,2.316171991,4.03025,49.53,651.03,1288.0,5932.00,0.7950
8636,12.544742430,1.24000,1.88,117.90,840.0,5767.00,1.1590
8637,0.566802080,1.22000,,392.81,,,
8638,0.566810701,6.19000,1.49,3220.92,1921.0,5593.00,0.7520
8639,0.566813319,3.75200,23.19,6742.52,2313.0,6108.00,1.0300
8640,28.787257509,13.95300,91.26,210.02,971.0,5154.00,3.9810
8641,0.835315046,2.45449,30.54,1160.98,1490.0,5009.00,0.6900
8642,3.075510680,1.68300,0.84,879.95,1389.0,5763.00,1.2420
8643,26.016422500,4.17680,61.04,76.63,755.0,6287.00,1.2800
8644,6.293405430,3.02400,1.08,312.61,1072.0,6214.00,1.0760
8645,593.195210000,25.65000,1.63,0.71,234.0,6103.00,1.0300
8646,0.706430188,1.30100,0.41,1116.90,1473.0,5037.00,0.5680
8647,7.702172900,3.98700,0.85,147.24,888.0,5618.00,0.9690
8648,0.784300610,2.95200,1.14,1416.91,1566.0,5176.00,0.6810
8649,2.665875491,7.59461,67.43,1199.89,1502.0,6234.00,1.1590
8650,2.665831200,5.77100,0.99,1807.48,1663.0,6276.00,1.3530
8651,1.576587400,15.18000,15.68,17781.51,2946.0,6742.00,3.1380
8652,2.525575820,2.32000,0.62,818.81,1364.0,5821.00,1.0360
8653,8.292755800,4.78400,1.01,174.36,927.0,6146.00,0.9430
8654,22.786522000,2.19700,1.45,45.26,661.0,6146.00,0.9430
8655,28.027891356,17.32690,31.30,8.86,440.0,5231.00,0.5440
8656,2.028512246,5.00309,50.28,1333.24,1542.0,6105.00,1.0250
8657,1.332561670,3.74300,0.63,727.84,1326.0,4895.00,0.8280
8658,1.332567821,3.48440,0.96,7802.17,2395.0,6600.00,1.6810
8659,1.332545609,3.99700,28.37,157611.61,5080.0,5154.00,16.4860
8660,1.332562560,3.08800,16.03,99175.88,4529.0,4601.00,12.5810
8661,1.332589810,3.98700,0.67,832.33,1369.0,5309.00,0.7630
8662,1.332583750,4.08100,0.84,2096.92,1727.0,6108.00,0.9970
8663,8.964881300,61.23000,28.97,276.30,1040.0,6543.00,1.1590
8664,1.284241817,1.96500,1.18,1643.57,1623.0,5849.00,0.9190
8665,2.161583501,4.05370,29.61,1741.01,1646.0,5888.00,1.2190
8666,8.739675800,3.86600,3.29,26.17,577.0,4406.00,0.6280
8667,0.535493486,2.57000,1.42,24045.87,3181.0,6328.00,1.8640
8668,15.947424200,1.12700,1.21,47.65,670.0,5472.00,0.8770
8669,24.261683827,7.16170,58.48,44.55,659.0,6151.00,0.9830
8670,32.532521502,13.39910,24.35,19.39,535.0,5845.00,0.8380
8671,50.012200000,3.42600,1.20,8.23,432.0,5357.00,0.8140
8672,4.627775175,3.40790,32.62,275.68,1039.0,5845.00,0.8740
8673,28.785034700,2.10200,2.50,229.66,993.0,6581.00,2.4200
8674,5.606820010,2.71400,1.04,186.43,942.0,5699.00,0.8530
8675,6.096030635,18.45310,406.97,3246.20,1925.0,7598.00,2.6920
8676,31.953038766,8.04610,47.96,131.55,864.0,5524.00,2.7340
8677,5.937170800,4.95400,1.17,188.41,945.0,5475.00,0.9230
8678,0.577844035,4.29100,18.93,3647.63,1980.0,5693.00,0.8160
8679,2.630090609,13.68170,83.50,1371.02,1551.0,6315.00,1.1080
8680,43.204596783,15.04020,43.15,17.15,519.0,6003.00,0.9320
8681,1.751478970,7.89000,1.80,7086.50,2340.0,6823.00,2.0370
8682,3.177964080,0.54200,0.74,270.25,1034.0,5061.00,0.8410
8683,3.665208440,3.30800,0.82,439.57,1168.0,5579.00,1.0290
8684,3.052934160,2.15500,1.18,284.82,1047.0,5311.00,0.7880
8685,12.834857000,2.09200,1.73,76.96,755.0,5492.00,1.0160
8686,36.253099200,4.73000,1.43,27.17,582.0,6002.00,1.0810
8687,4.023218420,2.16200,0.48,73.50,747.0,4671.00,0.5280
8688,7.501793400,4.27100,1.32,283.25,1046.0,6321.00,1.1250
8689,0.912351255,1.07200,1.46,2705.58,1840.0,5481.00,1.0360
8690,12.470111100,3.61600,2.06,313.87,1074.0,5623.00,2.1090
8691,3.495457889,6.97960,84.49,4186.71,2051.0,8529.00,1.5580
8692,5.822981500,2.80000,1.36,165.12,914.0,5704.00,0.8040
8693,4.016680150,2.28280,22.11,252.13,1016.0,5448.00,0.7940
8694,1.891341560,5.89100,0.99,1856.23,1673.0,6387.00,1.1050
8695,2.881100027,9.43866,446.29,17809.19,2946.0,8104.00,3.3690
8696,0.806277023,7.27500,0.89,4119.09,2046.0,6122.00,0.9960
8697,0.513482156,2.73200,0.83,4335.56,2072.0,5495.00,0.8820
8698,225.667160000,16.60000,1.94,2.82,331.0,6363.00,1.0350
8699,4.247488860,3.05300,1.01,319.94,1079.0,5807.00,0.9220
8700,1.000012952,1.22100,2.12,15781.19,2858.0,5176.00,3.6050
8701,0.878803439,2.74503,51.97,775.90,1347.0,4524.00,0.7370
8702,1.560158562,3.42480,45.91,530.79,1223.0,4926.00,0.7490
8703,34.188302705,3.01179,74.50,44.91,660.0,5757.00,1.3450
8704,8.653039960,1.09100,1.88,80.51,764.0,5301.00,0.8400
8705,8.653119030,1.27300,0.85,13.95,493.0,3929.00,0.5500
8706,12.425381200,19.78100,1.14,108.46,823.0,5925.00,1.0660
8707,12.425559990,28.08300,4.72,30.49,599.0,4922.00,0.7040
8708,12.425744200,29.12200,8.43,1369.63,1551.0,8691.00,2.1930
8709,12.425424100,24.98000,2.17,76.90,755.0,5853.00,0.8950
8710,2.991884392,7.55830,40.11,1154.88,1486.0,6596.00,1.0940
8711,1.795273026,7.32320,55.26,1714.88,1642.0,6363.00,1.0120
8712,0.755109271,2.61900,0.47,3494.52,1961.0,5606.00,0.9620
8713,0.755101141,3.37100,0.19,50.92,680.0,3256.00,0.2070
8714,1.752515850,3.48900,1.02,1035.27,1447.0,5952.00,0.8440
8715,1.752450163,3.02550,0.79,1372.36,1552.0,5779.00,0.9900
8716,8.279231320,2.35500,1.08,104.49,815.0,5631.00,0.8470
8717,2.212877035,4.66961,69.18,1221.98,1507.0,6153.00,1.0000
8718,0.845097627,1.87300,0.78,1496.92,1584.0,5252.00,0.7830
8719,17.445640466,6.08966,63.46,51.15,682.0,5759.00,0.9450
8720,14.313157391,8.90236,34.98,404.48,1144.0,5750.00,2.3790
8721,0.676990194,1.69459,37.50,3192.15,1919.0,5813.00,0.8160
8722,0.515875396,1.21000,7.22,24441.10,3189.0,7229.00,1.3800
8723,2.834017110,5.93800,0.93,859.57,1381.0,6247.00,1.0020
8724,0.566803996,3.39900,0.64,786.10,1350.0,4373.00,0.5440
8725,0.566811180,2.06000,,,,,
8726,0.566799927,4.71000,0.77,1738.27,1649.0,5092.00,0.6450
8727,0.566786121,3.40400,0.79,3678.65,1984.0,5603.00,0.8460
8728,0.566797970,4.50300,0.65,2467.38,1799.0,5230.00,0.7770
8729,0.566802891,1.86100,1.29,22107.66,3111.0,6487.00,1.7480
8730,0.576732089,1.85600,0.43,1316.33,1537.0,4524.00,0.7170
8731,1.018849750,3.23300,0.47,2238.64,1754.0,6068.00,0.8290
8732,10.927975500,2.48600,0.81,114.42,834.0,6045.00,0.9550
8733,32.440339204,4.50984,44.56,9.52,448.0,5081.00,0.6960
8734,0.552141897,4.98500,10.04,5602.43,2206.0,5952.00,0.9040
8735,2.623872910,4.61248,74.23,2430.91,1790.0,6728.00,1.4600
8736,0.755098610,2.64230,60.74,7285.15,2359.0,6038.00,1.2130
8737,3.671661096,4.29947,105.82,3539.43,1967.0,7343.00,1.9400
8738,22.673145675,6.63240,30.92,51.67,684.0,5619.00,1.1530
8739,0.509483060,3.14000,1.22,19778.63,3024.0,6344.00,1.3900
8740,17.329965871,8.43812,42.58,21.34,548.0,5079.00,0.6830
8741,1.890227354,3.85500,42.05,551.66,1236.0,5356.00,0.7800
8742,1.387206724,3.82527,103.41,11126.98,2619.0,7207.00,1.8940
8743,1.387182090,2.59500,0.68,2011.41,1707.0,6122.00,0.9960
8744,35.026564845,2.90121,34.88,13.56,489.0,5546.00,0.8100
8745,7.918267000,3.47800,0.93,195.36,953.0,5966.00,1.0160
8746,3.138580493,4.16343,59.24,635.61,1281.0,5593.00,1.0830
8747,9.261476790,1.77000,,,,,
8748,581.072300000,15.81000,161858.00,39.36,639.0,5026.00,16.8910
8749,10.217058900,2.25900,1.17,176.34,929.0,6211.00,1.0540
8750,3.504742650,8.28520,200.24,12355.55,2689.0,7624.00,3.6820
8751,2.143440930,3.97410,28.69,269.48,1033.0,4817.00,0.7000
8752,86.954320880,12.11000,,,,,
8753,9.058487716,4.14334,20.51,21.15,547.0,4340.00,0.5730
8754,2.856085147,4.57760,88.52,2164.00,1739.0,6604.00,1.5260
8755,0.876941133,1.29600,0.85,3332.14,1938.0,6018.00,0.9750
8756,39.238141571,6.07183,90.93,43.69,656.0,6599.00,1.2340
8757,53.740657500,47.24750,25.44,5.93,398.0,5288.00,0.7370
8758,7.436016459,4.16284,31.39,207.61,968.0,6214.00,0.9330
8759,0.750737313,1.71200,0.48,1558.69,1603.0,5151.00,0.7610
8760,27.583777800,1.51600,11.03,739.57,1330.0,5092.00,7.9130
8761,14.361021578,13.28950,45.90,29.44,594.0,5229.00,0.6680
8762,2.570431263,5.49699,50.18,936.90,1411.0,6244.00,0.9710
8763,6.640244960,6.03491,74.40,364.44,1114.0,6085.00,1.2150
8764,14.844240386,6.83577,28.97,101.98,810.0,6161.00,0.9880
8765,4.421580210,10.45320,188.89,10243.23,2565.0,8026.00,3.4610
8766,25.321698729,4.45367,56.62,43.39,655.0,6109.00,1.0290
8767,3.147357890,3.64300,3.45,5635.40,2209.0,5189.00,4.9300
8768,37.878483588,10.59720,46.42,15.19,503.0,5985.00,0.7580
8769,10.116144515,2.70314,17.21,21.56,549.0,4717.00,0.5190
8770,0.684496369,2.26300,1.12,17099.50,2913.0,5800.00,2.0530
8771,1.953285321,1.67598,151.56,17363.68,2927.0,6450.00,3.9280
8772,1.012174295,4.66170,114.40,13215.77,2737.0,6987.00,1.7160
8773,2.610902230,1.97600,1.80,724.16,1323.0,5514.00,1.0710
8774,17.663797900,6.19400,2.98,455.65,1178.0,5734.00,3.4050
8775,4.026646250,3.77100,0.68,715.51,1318.0,6187.00,1.2380
8776,5.177722600,8.27500,0.63,287.44,1050.0,5854.00,0.9790
8777,9.488147470,1.16300,0.73,126.75,856.0,5680.00,1.0160
8778,5.069932450,3.24100,0.92,291.11,1053.0,5957.00,0.9370
8779,346.366420000,14.94000,1.57,2.30,314.0,6327.00,1.2590
8780,0.515541110,0.87000,,,,,
8781,0.892061734,2.24307,46.75,2090.54,1724.0,5561.00,0.8550
8782,3.471399214,5.07707,89.62,1390.76,1558.0,6026.00,1.6890
8783,4.176929219,5.20030,31.35,183.08,938.0,5462.00,0.7080
8784,6.376219900,2.24000,,168.45,,,
8785,9.781841930,2.30000,,,,,
8786,8.177075100,4.60800,0.83,365.09,1115.0,6501.00,1.2090
8787,569.450510000,9.63000,1.96,0.61,225.0,6117.00,0.9470
8788,0.823014905,3.54260,22.17,1136.75,1482.0,4975.00,0.7240
8789,0.796815149,1.07270,10.23,212663.45,5480.0,4897.00,13.4990
8790,26.951237675,8.27486,146.33,324.38,1082.0,6675.00,2.7470
8791,18.112088770,6.78280,96.62,307.27,1068.0,7323.00,1.7220
8792,4.845059850,2.07800,1.54,64.57,723.0,4337.00,0.7140
8793,4.408295716,3.62479,35.68,186.23,942.0,5496.00,0.7430
8794,8.665259912,3.10880,82.42,852.84,1378.0,6071.00,2.3890
8795,4.726086185,4.39793,41.38,267.96,1032.0,5873.00,0.8630
8796,8.643550046,3.12730,38.21,87.16,779.0,5679.00,0.7470
8797,623.707740000,6.68800,1.81,1.05,258.0,6626.00,1.1320
8798,1.519451820,2.95000,0.50,3080.82,1901.0,6168.00,1.3070
8799,0.759755409,2.73400,0.91,4773.08,2121.0,6090.00,1.0710
8800,5.082523739,5.04732,61.88,606.33,1266.0,6507.00,1.1450
8801,1.025472710,1.99600,0.94,11800.82,2657.0,6862.00,1.7120
8802,1.025465924,3.71841,106.84,12744.17,2710.0,6700.00,1.8830
8803,74.985292949,6.23451,49.22,7.69,425.0,5955.00,0.9100
8804,10.952103610,1.50000,,,,,
8805,25.762056721,14.86940,74.87,31.48,604.0,5539.00,1.0270
8806,2.705816140,6.56000,0.69,799.75,1356.0,5992.00,0.9610
8807,1.195516859,6.17216,75.54,2045.19,1715.0,5780.00,1.0000
8808,1.995728294,6.43532,45.20,928.82,1409.0,5807.00,0.8610
8809,10.768391927,12.52520,52.80,209.25,970.0,5226.00,1.6430
8810,3.846151710,2.24000,1.14,487.47,1199.0,6106.00,0.9660
8811,0.733724504,2.20800,0.96,10830.96,2601.0,6175.00,1.4050
8812,1.289408230,3.65200,2.48,22119.66,3112.0,5826.00,4.1890
8813,498.272690000,8.92000,2.12,0.50,214.0,5618.00,0.9320
8814,5.088407870,4.77204,55.30,181.75,937.0,5618.00,0.7910
8815,18.527824075,5.88678,64.66,322.19,1080.0,6154.00,2.3210
8816,12.155241119,6.84353,34.62,91.20,788.0,5761.00,0.9320
8817,11.049576600,2.13000,0.83,70.24,738.0,5533.00,0.8190
8818,4.485592150,0.81610,0.95,4.20,365.0,3236.00,0.1930
8819,0.566789763,4.00800,0.40,3662.84,1984.0,5799.00,0.7580
8820,0.566811926,4.18100,0.91,6584.06,2293.0,6165.00,0.9420
8821,2.525386934,3.71613,67.24,1982.55,1701.0,6826.00,1.2330
8822,0.566801506,1.73800,0.62,10156.53,2557.0,6398.00,1.1110
8823,0.566803738,1.84810,1.13,8516.13,2450.0,6300.00,1.0570
8824,1.694217710,4.16100,0.74,621.89,1274.0,5402.00,0.7170
8825,13.808633100,3.61300,1.09,44.50,659.0,5515.00,0.7610
8826,4.259078410,4.51300,0.70,583.12,1253.0,5560.00,1.3160
8827,2.739477089,3.18229,50.48,1120.19,1475.0,6469.00,1.0560
8828,1.307761491,2.22271,29.17,671.75,1298.0,5112.00,0.6730
8829,4.028671454,8.12253,52.42,1169.87,1492.0,6327.00,1.5280
8830,2.301187530,7.82160,140.23,14194.09,2783.0,7970.00,2.6520
8831,0.449249224,4.75650,95.83,17801.78,2941.0,6338.00,1.2990
8832,0.687004402,3.82900,2.89,36888.80,3535.0,6240.00,2.8030
8833,0.918399380,4.47900,1.00,1389.28,1558.0,5222.00,0.7950
8834,64.198372100,0.93400,1.74,15.49,506.0,6088.00,1.0770
8835,0.943562840,5.72100,0.76,23945.42,3176.0,7693.00,1.9840
8836,2.243569483,4.14769,21.11,817.05,1364.0,6081.00,0.8010
8837,8.258181993,3.91220,58.19,101.33,809.0,5306.00,0.8880
8838,82.784820000,7.52000,2.16,14.88,501.0,5749.00,1.4800
8839,1.811390530,8.64000,14.47,1092.69,1466.0,5941.00,0.9110
8840,2.437643800,1.58700,0.79,1909.13,1686.0,5927.00,1.5300
8841,0.721522907,1.45210,11.04,1115.99,1475.0,4893.00,0.6250
8842,7.095205430,3.69044,50.23,103.28,813.0,5481.00,0.7780
8843,0.651731691,2.46020,71.90,10815.86,2604.0,5791.00,1.4720
8844,0.508187430,3.43300,1.26,27312.92,3274.0,7141.00,1.5600
8845,2.733989630,1.52000,,25373.90,,,
8846,19.164449800,3.55300,1.83,225.26,988.0,5877.00,2.2340
8847,40.069674617,9.35640,27.38,28.20,588.0,5911.00,1.2070
8848,55.884827000,2.28300,2.11,8.70,438.0,5668.00,0.8680
8849,3.759384750,1.18800,3.10,1868.97,1677.0,4976.00,2.6380
8850,10.684047700,3.51500,26.43,9.21,444.0,3887.00,0.5230
8851,2.002808450,1.22000,,15763.18,,,
8852,10.674598360,3.82706,68.58,325.55,1083.0,6496.00,1.4850
8853,2.305097141,1.93780,89.22,13581.41,2753.0,8851.00,2.1780
8854,0.974477904,2.69834,618.37,172916.96,5205.0,5210.00,15.0040
8855,18.525917446,5.90560,64.42,34.58,618.0,5492.00,0.8870
8856,4.157364720,2.21700,1.09,178.03,931.0,5183.00,0.7820
8857,0.502454299,2.31547,43.95,7025.25,2336.0,6134.00,0.9010
8858,27.308150159,4.43906,47.06,17.75,523.0,5541.00,0.7390
8859,1.262742487,1.74330,134.45,9925.41,2548.0,5273.00,3.1500
8860,0.595864630,1.50000,,931.51,,,
8861,1.222127938,2.26130,30.32,1107.41,1470.0,5157.00,0.8700
8862,8.627475562,4.65505,188.55,1031.92,1446.0,5146.00,4.0630
8863,0.589753355,0.60600,1.03,2262.14,1760.0,5414.00,0.6780
8864,2.751566365,5.24030,42.98,445.35,1171.0,5461.00,0.8610
8865,0.760935268,2.77023,35.68,640.66,1285.0,4675.00,0.5110
8866,2.012094000,2.15700,0.99,1274.27,1523.0,5633.00,1.1620
8867,1.332587720,5.18700,1.13,2625.26,1825.0,5576.00,1.2890
8868,9.476705700,3.89300,1.38,118.13,841.0,5911.00,0.9140
8869,6.651714590,2.32500,0.84,61.01,713.0,4889.00,0.6860
8870,208.543350000,9.85100,2.84,2.52,321.0,5533.00,1.1660
8871,17.718978600,4.10200,1.44,61.01,713.0,5566.00,1.0990
8872,5.039585100,4.55600,0.78,306.35,1067.0,5912.00,0.9240
8873,7.643703630,2.73800,1.85,748.70,1334.0,6120.00,2.0000
8874,1.353414369,13.41600,216.31,40561.50,3617.0,4850.00,8.5860
8875,2.959063700,28.81000,0.65,1415.74,1564.0,6192.00,1.3220
8876,1.806631432,1.10200,1.05,297.98,1059.0,4606.00,0.6990
8877,15.066491533,6.28520,88.56,177.96,932.0,5751.00,1.6260
8878,1.831829703,7.28900,49.38,4410.65,2078.0,5269.00,2.1830
8879,0.738527259,1.21740,49.08,18549.81,2978.0,5869.00,2.3130
8880,0.896270930,2.20330,43.47,2129.33,1733.0,5551.00,0.8610
8881,5.116836780,3.11900,1.16,275.15,1039.0,5955.00,0.9100
8882,1.061003270,1.67500,0.94,2443.69,1793.0,5966.00,0.9610
8883,0.922030594,4.36700,49.63,5474.27,2194.0,6484.00,1.1530
8884,611.092990000,15.22000,1.53,0.51,215.0,6032.00,0.9290
8885,24.714790706,5.06776,112.24,155.67,901.0,6300.00,1.8620
8886,16.119144900,3.03900,1.34,34.70,619.0,5319.00,0.7830
8887,3.632934700,2.30000,,10830.20,,,
8888,1.161947482,4.46886,68.69,5300.40,2174.0,6225.00,1.4570
8889,0.607191908,1.30166,12.44,2251.28,1759.0,5370.00,0.6710
8890,2.250207300,2.20300,19.94,41377.92,3637.0,4507.00,12.7870
8891,17.992597300,2.76200,1.62,73.97,748.0,5931.00,1.0870
8892,0.648775795,4.34648,41.58,2038.54,1714.0,5143.00,0.7760
8893,4.132521615,12.49490,93.10,1660.29,1628.0,6567.00,1.6360
8894,410.885270000,24.10000,200346.00,84.63,774.0,5015.00,18.4890
8895,74.371666000,12.59000,2.39,81.88,767.0,6865.00,2.2110
8896,0.938905082,5.00453,205.64,79148.54,4281.0,8615.00,3.0030
8897,0.938915320,2.13400,1.13,11944.88,2667.0,6534.00,1.7970
8898,16.294213708,6.01687,68.05,176.22,929.0,6237.00,1.5080
8899,11.025202050,12.80970,164.02,663.18,1294.0,6047.00,2.3000
8900,10.819169459,5.50262,67.76,123.51,850.0,5955.00,0.9910
8901,2.680514453,3.21178,48.86,989.89,1431.0,6038.00,1.0760
8902,19.164111000,2.77300,1.11,17.12,519.0,5103.00,0.6740
8903,1.053573674,1.70116,299.87,81969.77,4319.0,5838.00,7.3850
8904,0.970085646,1.12900,18.65,162048.58,5119.0,4555.00,15.6300
8905,63.520175250,17.17590,77.10,72.92,745.0,4938.00,4.3300
8906,11.300987626,10.51990,97.12,254.84,1019.0,6143.00,1.4480
8907,0.920987470,2.04000,,27890.55,,,
8908,2.182515126,6.84130,128.15,12627.67,2703.0,8051.00,2.3470
8909,2.659418888,6.98414,61.52,789.69,1352.0,6156.00,0.9320
8910,2.316106740,3.34700,0.70,1393.98,1559.0,6025.00,1.1930
8911,13.516470800,2.62800,0.88,40.81,645.0,5442.00,0.7470
8912,0.948683571,1.67600,1.12,1815.32,1665.0,5576.00,0.8520
8913,1.655460560,3.52000,0.90,743.75,1331.0,5438.00,0.8200
8914,1.655472351,5.09197,125.25,9914.08,2546.0,6725.00,2.1710
8915,4.502790370,6.72000,,1017.15,,,
8916,1.759276227,3.19585,40.79,2828.82,1861.0,6656.00,1.2320
8917,1.092067920,1.64600,0.74,715.46,1320.0,4856.00,0.7280
8918,4.830141590,0.95700,1.30,275.02,1039.0,5693.00,0.9390
8919,2.411940570,1.78700,1.35,1771.98,1654.0,5598.00,1.5940
8920,1.613014741,4.39594,157.33,23173.20,3145.0,7832.00,2.7790
8921,6.208918100,2.29200,9.20,853.50,1378.0,5548.00,2.1130
8922,0.779962630,3.36900,0.83,10919.82,2607.0,6002.00,1.6290
8923,0.800263219,0.72900,0.77,561.84,1240.0,4336.00,0.5900
8924,18.646323091,8.85300,213.31,480.54,1194.0,5786.00,3.4780
8925,441.173690000,14.82000,2.27,0.52,217.0,5610.00,0.8580
8926,3.667300500,3.37300,0.62,36.42,627.0,3823.00,0.5190
8927,3.044771557,11.05930,231.93,14849.39,2816.0,8199.00,3.1630
8928,0.773144492,4.05643,107.13,15791.97,2860.0,6413.00,1.9100
8929,2.668111130,22.49000,1.53,2439.28,1792.0,6593.00,1.5610
8930,50.440285363,12.20010,51.50,48.36,673.0,6225.00,1.6460
8931,3.255385289,5.94980,40.58,550.68,1236.0,5806.00,0.9750
8932,7.418536900,1.45100,0.81,3511.86,1963.0,9763.00,2.0450
8933,15.684344930,44.46300,56.23,393.14,1136.0,6407.00,2.1910
8934,5.357409918,4.28582,124.05,1172.13,1492.0,5768.00,2.0570
8935,1.400991827,4.87980,98.13,8795.37,2468.0,6706.00,1.9240
8936,19.253212800,1.67400,1.42,54.13,692.0,6060.00,0.9530
8937,1.340629010,3.07600,0.82,1876.57,1678.0,6045.00,0.9550
8938,14.101102300,4.51300,1.26,157.56,904.0,6534.00,1.1990
8939,7.448375935,4.23892,34.37,136.18,871.0,5636.00,0.8670
8940,0.533628226,5.77200,2.41,53849.23,3885.0,7163.00,2.1770
8941,0.678137665,1.00718,30.37,6364.70,2274.0,6429.00,0.9420
8942,2.069415479,5.71941,55.45,2310.53,1768.0,6640.00,1.2500
8943,1.817079849,0.88900,1.39,1056.39,1454.0,5808.00,0.9630
8944,8.049634720,6.00488,95.98,571.10,1247.0,6698.00,1.4850
8945,11.578946873,4.63730,58.32,134.91,869.0,6028.00,1.0140
8946,1.472584710,4.76885,123.25,12617.53,2705.0,7360.00,2.0240
8947,5.159981780,3.35600,19.07,25.63,574.0,3900.00,0.5340
8948,4.446459958,2.55800,36.15,265.42,1030.0,5615.00,0.8930
8949,23.378773300,6.76000,0.92,54.98,694.0,6210.00,1.0540
8950,15.099842590,0.22200,4.11,25.98,576.0,5191.00,0.6500
8951,8.207257515,4.23835,46.82,42.10,650.0,4859.00,0.6210
8952,498.688450000,17.88000,2.44,0.87,246.0,6184.00,1.0380
8953,1.227751050,1.60200,1.00,340.64,1094.0,4551.00,0.5600
8954,15.341624500,2.12600,1.30,31.63,605.0,5061.00,0.8140
8955,21.980467000,4.78000,0.92,36.07,625.0,5573.00,0.9360
8956,7.214721393,2.36464,16.79,37.12,630.0,4705.00,0.5520
8957,8.152758850,1.74600,2.44,2.03,305.0,3327.00,0.1890
8958,3.187409070,6.19000,0.81,168.43,919.0,4808.00,0.7150
8959,10.232736110,1.55000,,,,,
8960,0.962815183,2.58100,1.12,23331.88,3152.0,6638.00,2.4450
8961,7.235242210,2.68500,0.82,191.14,948.0,5574.00,1.0650
8962,10.729007930,0.69600,1.78,64.33,722.0,5375.00,0.8760
8963,8.196197680,2.10900,1.55,123.81,851.0,5323.00,0.9950
8964,5.215752000,1.13000,0.83,422.67,1156.0,6202.00,1.1220
8965,0.696290095,3.83900,12.63,3537.89,1969.0,5904.00,0.8670
8966,10.071436900,6.89100,1.98,814.46,1362.0,5768.00,2.8100
8967,0.622406980,1.18600,1.63,11894.49,2663.0,6661.00,1.2900
8968,4.371989050,2.17700,0.93,327.65,1085.0,5823.00,0.9190
8969,6.728766060,2.27700,1.03,184.66,940.0,5823.00,0.9190
8970,24.090020650,11.04940,9.39,21.85,551.0,5354.00,0.8040
8971,4.415893300,1.15500,1.42,395.82,1138.0,5977.00,1.0220
8972,3.093832480,1.57600,1.32,233.91,998.0,5327.00,0.6810
8973,2.666961614,2.47740,40.68,1104.26,1469.0,6609.00,0.9740
8974,1.174301830,9.58700,2.22,19656.66,3020.0,7537.00,2.1450
8975,14.056522560,2.56000,,,,,
8976,15.039464523,5.39796,51.71,139.95,877.0,6410.00,1.1780
8977,3.693951168,2.25340,20.88,411.07,1148.0,5968.00,0.8810
8978,1.056802870,5.74800,0.83,1686.88,1633.0,5584.00,0.8850
8979,0.787122102,3.09990,20.76,1775.05,1655.0,5210.00,0.7990
8980,2.150452950,4.45300,24.27,83894.63,4340.0,4899.00,18.9200
8981,0.561524348,3.33600,0.43,4173.47,2050.0,5919.00,0.7150
8982,315.077171920,10.31000,,,,,
8983,1.216078730,4.68600,1.92,14545.24,2803.0,6234.00,2.5000
8984,38.495369850,12.87160,124.34,109.13,824.0,6050.00,2.3450
